image_path,embedding
DATA\merged\pexels-244411608-18280873.jpg,"[-0.39469343423843384, 0.03620076924562454, 0.14631567895412445, 0.21470333635807037, -0.18661534786224365, -0.12184280902147293, 0.223114013671875, 0.19145789742469788, -0.47518476843833923, 0.06136167049407959, 0.175664484500885, -0.24696549773216248, 0.28202566504478455, -0.36059942841529846, -0.09522189944982529, -0.4139522910118103, -1.3003544807434082, -0.3162265121936798, 0.21289584040641785, -0.3116272985935211, 0.1266370415687561, -0.27157512307167053, -0.147344172000885, 0.15750008821487427, 0.06830894947052002, -0.05046394467353821, -0.1268843412399292, 0.45902568101882935, -0.009009718894958496, 0.14888739585876465, -0.3222157955169678, -0.2135668694972992, -0.48843079805374146, -0.4538693428039551, -0.2739768326282501, 0.5541379451751709, -0.2276988923549652, 0.6918503046035767, -0.1120382696390152, 0.8087562322616577, -0.33485981822013855, -0.1309645175933838, -0.004839569330215454, -0.281155526638031, 0.4488583207130432, -0.8200446367263794, 0.17139962315559387, 0.09444619715213776, -0.09556043893098831, 0.3635697662830353, 0.15926648676395416, 0.3268721103668213, 0.2350168377161026, -0.07436428219079971, 0.002256534993648529, 0.36094993352890015, 0.7860873937606812, -0.11390817165374756, -0.1477447748184204, -0.25557655096054077, -0.08078807592391968, 0.3607598543167114, 0.1321088820695877, -0.1390010118484497, -0.24738448858261108, 0.2355661392211914, 0.06865830719470978, -0.26012736558914185, 0.3305223286151886, -0.1650000661611557, -0.1291419416666031, 0.12690214812755585, -0.2440948486328125, 0.14175032079219818, 0.1374484747648239, 0.5334832668304443, 0.08616724610328674, -0.17187786102294922, -0.015797175467014313, -0.3464474380016327, -0.48210635781288147, -0.48939836025238037, 0.41356784105300903, 0.23730914294719696, -0.11385206133127213, 0.4029908776283264, 0.5097568035125732, -0.33720964193344116, 0.08139088749885559, -0.1864030659198761, -0.08242008090019226, -0.18335086107254028, -8.149985313415527, 0.41746413707733154, 0.059805843979120255, 0.3481428921222687, 0.001958899199962616, -0.15214258432388306, -0.4593502879142761, -0.311716228723526, 0.05979780852794647, -0.3436858355998993, 0.0867435485124588, 0.001607358455657959, 1.0539993047714233, -0.06346540153026581, 0.6926764249801636, 0.17942631244659424, -0.34381845593452454, -0.11175443232059479, -0.3437017798423767, -0.18087945878505707, -0.09304925799369812, -0.037417083978652954, 0.03424125909805298, -0.2254239022731781, -0.49625515937805176, -0.12362197041511536, 0.7703543901443481, -0.253909170627594, -0.019473515450954437, -0.30203723907470703, 0.17823272943496704, 0.04336515814065933, 0.30100396275520325, -0.27230075001716614, -0.018186599016189575, -0.159836083650589, 0.253325492143631, 0.2513240873813629, 0.06771092116832733, 0.0875130370259285, 0.09144893288612366, 0.9826198816299438, -0.40954768657684326, 0.2336428463459015, -0.09565570205450058, -0.2022252231836319, -0.23423221707344055, -0.02147192507982254, 0.020530998706817627, -0.10437904298305511, -0.5355303287506104, 0.12210370600223541, -0.27768588066101074, -0.11634354293346405, -0.20607492327690125, -0.17660558223724365, -0.031126216053962708, 0.5527051687240601, -0.015621483325958252, -0.040449466556310654, 1.5776910781860352, 0.05883578583598137, 0.04344981163740158, -0.6824634075164795, 0.07142731547355652, 0.23462757468223572, 0.31117311120033264, -0.10024712979793549, -0.28551995754241943, -0.5123090147972107, -0.042835745960474014, 0.17515473067760468, -0.029042154550552368, -0.3836240768432617, 0.23244555294513702, 0.6792082786560059, 0.10842537879943848, -0.04491326957941055, -0.20726126432418823, -0.1713017076253891, -0.520575761795044, -0.28713470697402954, -0.29276493191719055, 0.02912914752960205, 0.5948031544685364, 0.10436797142028809, 0.604386568069458, -0.2185908406972885, 0.4816560447216034, -0.5628173351287842, 0.35955899953842163, 0.3458033502101898, -0.35827019810676575, 0.36785888671875, 0.18537697196006775, 0.11686217784881592, -0.08213918656110764, 0.07451392710208893, 0.4020262658596039, -0.1816510558128357, 0.0858364999294281, 0.1557212769985199, -0.4210985004901886, -0.10626717656850815, -0.09102034568786621, -0.3668518662452698, -0.17570847272872925, -0.20069819688796997, 0.06518007814884186, 0.2914840579032898, 0.2714036703109741, 0.11166337132453918, 0.17922018468379974, 0.12664562463760376, 0.07659199833869934, -0.2657517194747925, 0.1445813924074173, 0.21970213949680328, 0.4417732357978821, 0.5681815147399902, -0.08016125112771988, 0.611042857170105, -0.15597222745418549, 0.046996474266052246, -0.20495116710662842, 0.34362316131591797, 0.13557133078575134, -0.04076683521270752, -0.18274393677711487, -0.104879230260849, -0.24232541024684906, -0.3560085892677307, -0.16411681473255157, 0.08059526979923248, 0.16996945440769196, -0.053860828280448914, 0.029487531632184982, 0.2823895215988159, -0.2551282048225403, -0.31511977314949036, 0.5395269989967346, 0.4033257067203522, -0.17083580791950226, -0.41479650139808655, -0.18992966413497925, -0.21976611018180847, 0.3597298860549927, -0.1656097173690796, -0.38233059644699097, -0.11115684360265732, 0.42145782709121704, -0.0020457617938518524, -0.14809955656528473, -0.6202287673950195, -0.28889352083206177, 0.3556821048259735, -0.459172785282135, 0.1724318563938141, -0.15218797326087952, -0.09442338347434998, -0.1655968576669693, 0.03052467107772827, 0.067838653922081, 0.36532023549079895, 0.044205110520124435, 0.1086544319987297, 0.2555514872074127, -0.10483933985233307, 0.3735291659832001, 0.1645297408103943, 0.21501198410987854, -0.13593101501464844, 0.14299722015857697, -0.3851240873336792, -0.30234259366989136, -0.09848366677761078, 0.01246669515967369, -0.002384655177593231, -0.059454869478940964, 0.06549328565597534, 0.02287306822836399, -0.3830440938472748, 0.2533912658691406, -0.115903340280056, -0.24312502145767212, -0.12847872078418732, -0.22703468799591064, -0.25370240211486816, -0.023942485451698303, -0.3503873646259308, -0.8916093111038208, -0.12432356923818588, 0.12548023462295532, 0.032177794724702835, -0.5342319011688232, 0.154514878988266, -0.09883347153663635, -0.25029122829437256, 0.23704348504543304, -0.42590272426605225, 0.44451677799224854, -0.17388153076171875, -0.10104523599147797, 0.015721961855888367, -1.0758976936340332, -0.021869011223316193, 0.27189451456069946, 0.04903163015842438, 0.20631162822246552, -0.1295069307088852, 0.04263044893741608, 0.05198868364095688, 0.1260012984275818, 0.5590067505836487, -0.39489153027534485, 0.33641326427459717, -0.2179630696773529, -0.09816988557577133, -0.050051406025886536, -0.11605135351419449, 0.9798104763031006, 0.03179706633090973, 0.021229878067970276, 0.2375592589378357, 0.05864693969488144, 0.21581397950649261, -0.3425670266151428, -0.24244442582130432, 0.3155413866043091, 1.595292091369629, -0.3202005624771118, -0.5681620240211487, 0.17503979802131653, -0.0012974310666322708, 0.01910499483346939, 0.46006983518600464, -0.023747622966766357, 0.3616424798965454, -0.10130396485328674, 0.11291156709194183, -0.17014917731285095, -0.03979175537824631, -0.18626131117343903, 0.14332520961761475, 0.05819019302725792, 0.09757836163043976, 0.33346906304359436, 0.44716906547546387, -0.21666403114795685, -0.33846521377563477, 0.1593935191631317, 0.15040341019630432, 0.09659656882286072, -0.05495041608810425, -0.28391528129577637, 0.1068250834941864, -0.2272597998380661, 0.10486134886741638, -0.6617555618286133, -0.11679694056510925, 0.14796173572540283, -0.1060723215341568, -0.009834605269134045, -0.9045063257217407, 0.04471983015537262, 0.18536940217018127, 0.030465826392173767, -0.053910478949546814, -0.21652118861675262, -0.06919253617525101, 0.34599459171295166, 0.29639551043510437, 0.19686996936798096, 0.04634925723075867, -0.13226169347763062, -0.6990193128585815, -0.36022695899009705, 0.05648338794708252, 0.3721288740634918, 0.011474162340164185, 0.20991107821464539, 0.06666550785303116, 0.6637161374092102, -0.03759411722421646, 2.2523412704467773, -0.008529014885425568, 0.0682377815246582, -0.04985065758228302, -0.22335073351860046, 0.09578564763069153, -0.013617336750030518, -0.6146975755691528, 0.12935353815555573, -0.24237415194511414, -0.07829955965280533, 0.2074316293001175, -0.21216325461864471, 1.5908832550048828, -0.148030623793602, -0.5554033517837524, -0.2762340009212494, -0.48601922392845154, -0.4851199984550476, -0.04626655578613281, -0.08892767131328583, -0.31101375818252563, 0.1792965531349182, 0.27083155512809753, 0.007998019456863403, 0.5871953964233398, 1.067582130432129, -0.48717615008354187, -0.09752622246742249, -0.2220533788204193, 0.3159331679344177, -0.22996491193771362, -0.34947553277015686, -0.2167588770389557, 0.227794349193573, -0.2798295021057129, 0.18229323625564575, -0.1396164894104004, 0.012081433087587357, -0.11409992724657059, 0.07960031181573868, 0.3530258536338806, -0.3650257885456085, -0.3027805685997009, -0.0872710570693016, -0.1842939555644989, 0.47527456283569336, -0.3445902466773987, -0.05269273370504379, 0.21532808244228363, -0.022255312651395798, 0.13994623720645905, -1.857343316078186, 0.6070666909217834, 0.366430401802063, -0.40805137157440186, 0.8764177560806274, -0.3816462457180023, -0.5012113451957703, -0.8666864633560181, -0.4568433165550232, -0.07948608696460724, -0.18959227204322815, 0.06947128474712372, -0.22607532143592834, 0.26248398423194885, -0.0972355529665947, 0.1914403736591339, -0.10462586581707001, -0.03751544654369354, 0.3982961177825928, 0.1781136691570282, -0.3608388900756836, 0.040336377918720245, -0.513643741607666, -0.09616979956626892, 0.237078458070755, -0.02443622797727585, -0.11870010197162628, -0.05991315841674805, 0.22504332661628723, -0.18722082674503326, -0.6210612058639526, -0.09464333951473236, -0.3157193660736084, -0.007953077554702759, 0.10470271110534668, -0.347080796957016, 0.45718449354171753, -0.015182793140411377, 0.3003823757171631, -0.13553762435913086, -0.32184040546417236, -0.12697790563106537, -0.4436395466327667, -0.04298969730734825, -0.4098144471645355, -0.7456679344177246, 0.014363370835781097, -0.21421591937541962, 0.051688604056835175, 0.06164573132991791, -0.09286302328109741, -0.4278537631034851, -0.32716456055641174, 0.33948612213134766, -0.06461762636899948, 0.4313824474811554, 0.013896042481064796, 0.14780385792255402, -0.020609542727470398, -0.32894250750541687, -0.19809924066066742, 0.18704262375831604, 0.6660866141319275, -0.12182031571865082, 0.7117502689361572, -0.33853206038475037, -0.4254825711250305, -0.2006518840789795, -0.12345241010189056, 1.0848045349121094e-05, -0.08815350383520126, 0.3105868399143219, -0.3762335777282715, 0.18527281284332275, -0.22823764383792877, 0.11763288080692291, 1.1284072399139404, -0.05296894162893295, -0.02292531728744507, -0.05769079923629761, -0.05228036642074585, 0.5186558365821838, 0.27332210540771484, 0.03829978406429291]"
DATA\merged\pexels-aditya-aiyar-615049-1407354.jpg,"[-0.21059876680374146, -0.09431007504463196, 0.33766958117485046, -0.41627630591392517, -0.37035053968429565, 0.15724694728851318, 0.20816543698310852, 0.8285842537879944, -0.09960930049419403, -0.09745262563228607, 0.2083607316017151, -0.46934229135513306, -0.345654159784317, -0.4299216866493225, -0.4027950167655945, -0.07266701757907867, -0.587282657623291, -0.02691682055592537, 0.36175134778022766, 0.06283080577850342, 0.24036575853824615, 0.048027586191892624, 0.16762621700763702, -0.04427653178572655, 0.3955863416194916, 0.13445794582366943, 0.18599192798137665, 0.16706368327140808, 0.2121109813451767, -0.07270005345344543, -0.08927443623542786, -0.06767928600311279, -0.36909621953964233, 0.059823840856552124, -0.7235274314880371, -0.05735432356595993, 0.027892261743545532, 0.29659217596054077, 0.04107484221458435, -0.7122549414634705, -0.5293277502059937, -0.08230718225240707, 0.2436530590057373, -0.4663503170013428, -0.09978652745485306, 0.9447144269943237, -0.1829776167869568, -0.03740989789366722, -0.023016976192593575, 0.10085099935531616, -0.405645489692688, 0.10821886360645294, 0.3497323989868164, -0.17997032403945923, 0.026858102530241013, 0.12993822991847992, 0.6638287305831909, -0.054326191544532776, -0.5347858667373657, 0.005560941994190216, 0.3672581613063812, 0.2700880169868469, -0.10886546224355698, -0.05861137807369232, 0.028157511726021767, -0.20003440976142883, -0.012364735826849937, -0.12033271789550781, 0.293679416179657, -0.0436830073595047, -0.08025601506233215, 0.05853235721588135, 0.25323769450187683, -0.18953856825828552, -0.13881590962409973, -0.22466593980789185, -0.056571900844573975, -0.2803393602371216, 0.14041146636009216, -0.6690666675567627, -0.18268689513206482, -0.043865494430065155, -0.04520680755376816, 0.09401366114616394, -0.05705986171960831, 0.03581533953547478, 0.42902570962905884, -0.3102211356163025, 0.6791773438453674, -0.397837370634079, -0.15978628396987915, 0.13904009759426117, -9.191324234008789, 0.46500998735427856, -0.077641561627388, -0.30948951840400696, -0.3018392324447632, -0.51904296875, -1.1836891174316406, -1.5697722434997559, 0.47303563356399536, -0.3024838864803314, 0.1627800464630127, -0.07269050180912018, 0.7734490036964417, -0.07407423853874207, -0.3374042510986328, 0.40471214056015015, -0.12513387203216553, -0.10132673382759094, 0.023197457194328308, 0.18162953853607178, 0.3829713761806488, 0.019060958176851273, -0.3533322811126709, -0.4872792065143585, 0.0012012459337711334, -0.3450761139392853, 0.17802853882312775, -0.4201808273792267, -0.19398683309555054, 0.16345979273319244, -0.39129358530044556, 0.32734838128089905, 0.1880549192428589, -0.3329276740550995, -0.13325002789497375, 0.08583321422338486, 0.14866964519023895, 0.11182015389204025, -0.09141825139522552, -0.18069404363632202, -0.43673476576805115, 1.134934663772583, 0.024049296975135803, -0.13283246755599976, 0.20899012684822083, -0.5266274213790894, -0.20551028847694397, 0.01990361511707306, -0.24451696872711182, 0.04071369767189026, -0.23225000500679016, 0.3052327036857605, -0.002330280840396881, 0.15813976526260376, -0.2592315077781677, -0.13560347259044647, 0.051218293607234955, 0.42611318826675415, 0.3592942953109741, 0.13993144035339355, 0.9965120553970337, -0.43506115674972534, 0.037136010825634, -0.245670348405838, -0.2422102987766266, 0.3348991274833679, 0.5400540828704834, -0.15986368060112, -0.3827863931655884, -0.21323788166046143, 0.10504184663295746, 0.51371169090271, 0.29114314913749695, 0.5532885193824768, 0.04331129789352417, 0.3334220349788666, -0.36363282799720764, -0.1681310534477234, -0.09121114015579224, 0.09561151266098022, 0.1430877447128296, -0.17112800478935242, 0.1142158955335617, 0.36464542150497437, 0.652154803276062, 0.12548331916332245, -0.8539034128189087, -0.08980996906757355, 0.3036757707595825, -0.009782720357179642, -0.1253751516342163, 0.4538730978965759, -0.4485991299152374, 0.21838629245758057, -0.18565046787261963, 0.35076144337654114, -0.16504421830177307, 0.2916632294654846, 0.4925891160964966, -0.021201275289058685, -0.11265121400356293, 0.6107034683227539, 0.473341166973114, -0.22069668769836426, -0.08141125738620758, 0.07910449802875519, 0.12871013581752777, 0.06438811123371124, -0.19729840755462646, -0.1308111995458603, 0.5296480655670166, 0.4619077444076538, -0.42883098125457764, -0.2915627062320709, -0.15464261174201965, -0.16972196102142334, 0.0493658110499382, 0.07440021634101868, -0.06508199870586395, 0.3378217816352844, 0.4199248254299164, -0.13420003652572632, -0.590557873249054, -0.1444379836320877, 0.170465886592865, -0.011386588215827942, -0.28907376527786255, 0.09583906829357147, -0.045968130230903625, -0.7551652789115906, 0.4581584930419922, 0.03554356098175049, -0.2634967863559723, 0.36699098348617554, -0.13153550028800964, 0.017071083188056946, 0.21326041221618652, 0.5007588863372803, -0.08501291275024414, -0.3226950466632843, -0.22485685348510742, 0.18542936444282532, 0.15671253204345703, -0.2162502408027649, 0.025131165981292725, 0.04418220371007919, 0.08667154610157013, -0.04317810386419296, 0.5224198698997498, -0.14119458198547363, 0.11109039187431335, 0.2742951810359955, -0.12814798951148987, -1.045274019241333, 0.04806016385555267, 0.34919488430023193, -0.3247887194156647, 0.02245846390724182, -0.18780399858951569, -0.30640697479248047, -0.07579229772090912, 0.02710612118244171, -0.10660490393638611, 0.23978669941425323, -0.3352645933628082, 0.14894592761993408, 0.16727851331233978, -0.14666426181793213, 0.09934639930725098, 0.1435210108757019, -0.46831464767456055, -0.18295571208000183, 0.6410855650901794, -0.2597807049751282, 0.005343541502952576, 0.4544336199760437, -0.20025745034217834, 0.08629371225833893, -0.27174684405326843, -0.12061361968517303, 0.14927811920642853, -0.20016826689243317, -0.14253178238868713, 0.07967442274093628, -0.26872190833091736, -0.10391399264335632, -0.08111470937728882, -0.09642019867897034, 0.367206871509552, 0.01750064641237259, -0.4445754587650299, -0.1761418879032135, -0.22589758038520813, -0.025603167712688446, -0.866169810295105, -0.17623065412044525, -0.15008239448070526, -0.05826971307396889, 0.2354348748922348, -0.09274215996265411, 0.1371270716190338, 0.12712827324867249, 0.35920262336730957, -0.14222604036331177, -0.47733861207962036, -0.1874985247850418, 0.19426116347312927, -0.10104211419820786, 0.09898242354393005, 0.24034430086612701, -0.05261481553316116, 0.163995623588562, -0.09622704982757568, 0.16129234433174133, -0.3738425374031067, -0.09898430854082108, -0.32089725136756897, -0.5452455878257751, -0.17371141910552979, -0.06974386423826218, 1.1327849626541138, -0.18035973608493805, -0.15424107015132904, 0.32275888323783875, -0.10511960089206696, 0.1764281690120697, 0.06115096062421799, -0.4634859561920166, 0.057564083486795425, 1.1489201784133911, -0.2453320026397705, -0.45045262575149536, 0.58240807056427, 0.10469689965248108, -0.24552494287490845, 0.6436441540718079, 0.0069691091775894165, 0.7925846576690674, -0.4993877112865448, 0.004420526325702667, -0.2798605263233185, -0.189172625541687, 0.02658437192440033, -0.07135221362113953, 0.22916294634342194, 0.045776575803756714, 0.5157349109649658, 0.42403149604797363, -0.17699159681797028, -0.2755173444747925, 0.2563161551952362, 0.08096718788146973, 0.17692415416240692, -0.16236624121665955, -0.15602931380271912, 0.34362319111824036, -0.1648367941379547, -0.14804650843143463, -0.040755242109298706, -0.45235174894332886, 0.16839924454689026, 0.23491820693016052, -0.15044820308685303, 0.1830235719680786, 0.1939009130001068, 0.2152230143547058, 0.2793765366077423, -0.27295827865600586, -0.0016345605254173279, -0.0256136953830719, 0.43542495369911194, -0.13596783578395844, 0.42800575494766235, -0.1418517827987671, -0.23905998468399048, 0.6360306143760681, -0.023433387279510498, -0.1692468374967575, 0.20433194935321808, 0.1627073734998703, 0.357216477394104, 0.014152392745018005, 0.39606064558029175, -0.16438056528568268, 1.5254708528518677, -0.19313755631446838, 0.012560993432998657, 0.1461758315563202, -0.13106003403663635, 0.3639223575592041, 0.22354882955551147, -0.8023489713668823, 0.05864744633436203, 0.011426091194152832, -0.3643995225429535, 0.08151780068874359, -0.5941624641418457, 1.2140767574310303, -0.41301870346069336, -0.5304547548294067, -0.2209489941596985, 0.15748637914657593, -0.15989288687705994, -0.10551446676254272, 0.25117355585098267, -0.2809385061264038, 0.6359454989433289, 0.583533525466919, 0.09121257811784744, 0.337659627199173, 0.3514373302459717, -0.4137703776359558, 0.19954219460487366, 0.03613226115703583, 0.11168450117111206, 0.6888155341148376, -0.580491304397583, -0.06316424161195755, 0.5563682913780212, 0.16425999999046326, 0.009445786476135254, 0.055514439940452576, 0.1857578158378601, 0.0665394514799118, -0.10192027688026428, -0.13392969965934753, -0.26750078797340393, 0.3246285319328308, 0.10258558392524719, 0.3408750891685486, 0.4328575134277344, -0.08861243724822998, 0.10237042605876923, 0.5175073146820068, -0.22110524773597717, -0.08287815749645233, -0.9007651805877686, 0.1916813850402832, -0.0075203776359558105, -0.21138307452201843, -0.21659401059150696, -0.376169353723526, -0.3741891384124756, -0.255986750125885, -0.24119719862937927, 0.3396094739437103, -0.22638317942619324, 0.2765915095806122, -0.011821329593658447, 0.48359784483909607, 0.4988744854927063, -0.16669818758964539, -0.21394392848014832, -0.10780844837427139, -0.07606270909309387, 0.0622166246175766, 0.31741613149642944, -0.24228236079216003, -0.8131022453308105, 0.12869368493556976, -0.4490433931350708, -0.22730423510074615, -0.4544433355331421, -0.23984883725643158, -0.20668725669384003, -0.08521118760108948, -0.18668676912784576, -0.07940906286239624, -0.08516482263803482, 0.17525756359100342, -0.09869001060724258, 0.13988971710205078, 0.37320297956466675, -0.13945481181144714, 0.5153208374977112, -0.1965884268283844, -0.5842112302780151, -0.6421895027160645, -0.5539600849151611, 0.26141244173049927, -0.21044346690177917, -0.7879019379615784, 0.19038373231887817, -0.47353529930114746, -0.15179845690727234, 0.04939878359436989, 0.07062028348445892, 0.17251063883304596, -0.057529620826244354, 0.1660505086183548, 0.17425203323364258, 0.053016871213912964, 0.08790417015552521, -0.181368887424469, 0.06066769361495972, -0.3439488708972931, 0.03524847328662872, 0.4955976605415344, 0.49339449405670166, -0.2533493638038635, -0.15093529224395752, -0.36445629596710205, -0.04321110621094704, -0.08239766210317612, -0.07407119870185852, 0.1141488254070282, -0.011228678748011589, -0.42885521054267883, -0.4053206443786621, 0.06496435403823853, -0.08987229317426682, -0.008692823350429535, 0.5593644380569458, 0.2888152301311493, -0.47881609201431274, 0.03306525945663452, 0.010277137160301208, -0.15814265608787537, 0.3351741433143616, 0.16097688674926758]"
